order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
002c9def9c9b951b1bec6d50753c9891,1,2d9ff06c8870a518f5f6909774e140fb,00720abe85ba0859807595bbf045a33b,2018-05-21 17:32:03,78.0,8.9
002c9def9c9b951b1bec6d50753c9891,2,2d9ff06c8870a518f5f6909774e140fb,00720abe85ba0859807595bbf045a33b,2018-05-21 17:32:03,78.0,8.9
01c998b70e420ec36563386a4b71c6bc,1,ef5c31aee1d5074121a478b14d3eb50e,3d871de0142ce09b7081e2b9d1733cb1,2018-01-29 13:57:28,89.0,17.87
08d0d3587fdedecc31be9c29c74b819b,1,3e34352aa9c04170d941a9a8c6a895bb,1987cd4be10fe09ee50454f9c354d1c6,2017-10-31 07:28:08,167.9,13.31
0a92bad75c24fdf33ed2a18801262e89,1,2c8e38b2b220b65a306d88444defb4fd,c8467937e403e76a8ee9f0ab13f6f5ef,2018-08-17 20:25:16,42.9,13.64
0e748699edd544eb244d173a5658b7a8,1,389d119b48cf3043d311335e499d9c6b,1f50f920176fa81dab994f9023523100,2017-11-23 03:46:26,59.9,6.72
0e748699edd544eb244d173a5658b7a8,2,389d119b48cf3043d311335e499d9c6b,1f50f920176fa81dab994f9023523100,2017-11-23 03:46:26,59.9,6.72
10f25cfbf408acbf806f6d86537b0bbb,1,02ce467092b184e71d3967d29110adc1,7c67e1448b00f6e969d365cea6b010ab,2017-09-12 00:04:21,169.99,53.79
197edbaa61a8a349f382553fd2180ee1,1,22a8168cf1f1c6347da8d29863b7f75e,612170e34b97004b3ba37eae81836b4c,2018-07-11 14:10:56,296.5,9.66
22ff296bec6517df99f56d2098171b8e,1,d22f287512fb5bda6efc5c8e6216c6db,f84a00e60c73a49e7e851c9bdca3a5bb,2018-02-19 22:45:32,134.2,12.39
39f948e000e2da7329061c875b6d35a1,1,a62e25e09e05e6faf31d90c6ec1aa3d1,634964b17796e64304cadf1ad3050fb7,2018-04-16 03:49:43,105.0,9.27
3d257c464d0525772e3408c2b25a8c31,1,aef099a1948ab0d8a11c5a4b41ab3809,1025f0e2d44d7041d6cf58b6550e0bfa,2018-05-28 02:31:29,96.0,7.54
40425c5224829e5cc488f67f75f28d5f,1,4025cbfac798d74f87c30ee87e6e9f70,d8c7ba53e7e38711eaef8c2849d6d2e1,2018-08-21 19:10:32,117.0,58.9
59e50342da3b55417e121c01aa5aa6ea,1,7be864c6decdcc486fdcd720b1a721c0,cb8bcce248bb1fb274ba762d8b971456,2017-03-10 19:30:20,65.9,14.63
59e50342da3b55417e121c01aa5aa6ea,2,7be864c6decdcc486fdcd720b1a721c0,cb8bcce248bb1fb274ba762d8b971456,2017-03-10 19:30:20,65.9,14.63
5d9a4411068892bb475d32879e076e1e,1,7ada7bee4052075cf6310885da8c4392,3d871de0142ce09b7081e2b9d1733cb1,2017-07-17 09:10:13,79.0,13.57
6366ce592c90a36450778259cb163cc5,1,90aaf7f993470e411207adabf5b998b6,1fe5540d7c1c37a595fefbacd5570d9e,2018-08-13 04:10:38,189.0,19.42
6ef587afa4703fd874edb7ade8efc7b0,1,7f776a76a6dce545729c997e60240ffa,c1d1ebb4745cc43cb6f05e9c8a705c9a,2017-11-27 03:46:31,8.5,11.73
749b689efad761f8c94941fa3adfb702,1,09c3d39641970009c198caed304ccfc4,5a8e7d5003a1f221f9e1d6e411de7c23,2017-03-02 12:32:16,39.9,10.96
75294baf702b2b91d850644b87670ff6,1,0ea678faa34b54418a17e76511472882,3935fe5fe0f82787a9dcb8deb62be09d,2018-08-24 12:29:47,112.99,25.14
7deb5565bced95f67ceac6f5dc57d4f4,1,9f1c3e71d56894398a42b050b07f1baa,92eb0f42c21942b6552362b9b114707d,2018-01-26 17:37:02,12.77,7.78
7f9bdca299c6f4c8f906bf2d9df27ae0,1,f027a7f215ea97926c427c5b0b313f9d,4a3ca9315b744ce9f8e9374361493884,2017-11-03 03:05:58,96.0,13.01
98e8d6f39a8495ae1a67a08ebe322895,1,75d6b6963340c6063f7f4cfcccfe6a30,cc419e0650a3c5ba77189a1882b7556a,2017-06-23 03:32:30,56.99,21.2
9d9cff01f6fdf54921c214e893355fb1,1,49f19939bc5c8639e06c36d3bf01ee98,81783131d2a97c8d44d406a4be81b5d9,2018-08-03 17:25:14,113.1,18.89
a1dadce0e5cbb1b1205017166f6ce7ce,1,e19ddcc85537b41f22116c8d5425ef46,8a32e327fe2c1b3511609d81aaf9f042,2017-03-20 00:01:26,29.99,14.11
a6cd7cac7ee11538a78649066487e0ca,1,d54c5b81fc2b38707588dd4eddc7c594,0241d4d5d36f10f80c644447315af0bd,2018-07-03 08:49:49,249.9,65.12
aeef04fa986be504dfc33b096ac921df,1,c72edc98e7d77f0c4c04ec80730c05f5,5b925e1d006e9476d738aa200751b73b,2017-11-10 21:15:44,79.0,15.31
b10b1c5fd2464a235e121d6ff79280d1,1,1fa52682d6938b129312ef4cffac1711,30829ded4523ab9224b93bc49a62c95f,2018-08-30 20:30:16,59.9,19.61
b2b4949fa00ed92fd42edc6d301163d9,1,5a2c5357841ae997771d179eee3f2027,7586919161935337bf6b6d7ff5779648,2017-07-20 05:25:09,144.9,8.43
b4d1dd77cf2c5fe4f153c568189a1e39,1,f4cd1164757f2f82e7f949e9ba129664,520b493b57809f446cb0a233bb3e25c7,2017-10-19 00:07:21,30.0,12.69
b67a584082fe23b966934beacd6413b4,1,ebf1c13032246ea801765e8cb5417365,cb41bfbcbda0aea354a834ab222f9a59,2017-12-11 04:15:36,399.0,112.37
b8c26d0e6999dd7df49908fe20b9a1d9,1,30f07d8c84ca80de0248a40587de7d32,446cc09cdbb130904da114e807dbec40,2018-03-14 02:15:40,219.0,33.99
bbdb54ce076f1e0d4e8eb55711b40d4e,1,ac5e164e2eda939ffa46593f90077f9a,827f8f69dfa529c561901c4f2e0f332f,2017-05-16 20:02:23,32.9,15.1
bed08b58982cd12128ec33bb7aae000a,1,f699b297070aa38aaf3de9639302506a,c3867b4666c7d76867627c2f7fb22e21,2018-01-30 21:56:48,125.0,18.12
bf605ab91479a9fb68eadab4406c8064,1,0bcc3eeca39e1064258aa1e932269894,1f50f920176fa81dab994f9023523100,2018-07-27 13:55:18,49.9,20.99
c4b4d00148bd70871b88bfa8c318b557,1,1164c17af70425821f88bfbdc9e907a3,2d50d6282f8aa2257819a77bfaa0efe0,2017-09-25 03:34:24,35.0,11.85
c589e814418706326aedc9f6760fb8e4,1,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,2017-06-22 14:06:47,89.9,17.88
c6e4a7d0a5786144ff3fe871cb2fd948,1,25f86162fee18735fffdb762dcb10d7c,1a3df491d1c4f1589fc2b934ada68bf2,2018-02-16 12:50:31,149.9,21.54
c921d0b03ebcae62b75e66a01a5bb120,1,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,2017-11-30 09:52:32,49.0,17.67
cd747ef99d8317de4ea4eda3de915865,1,060cb19345d90064d1015407193c233d,8581055ce74af1daba164fdbd55a40de,2017-04-13 03:50:13,147.9,18.33
d04690bea446315563a9f2752ff88e9f,1,e729528d0513c6dfec158a515a47187b,955fee9216a65b617aa5c0531780ce60,2018-02-16 15:55:32,59.9,13.08
d04690bea446315563a9f2752ff88e9f,2,e729528d0513c6dfec158a515a47187b,955fee9216a65b617aa5c0531780ce60,2018-02-16 15:55:32,59.9,13.08
d675ff7bfc118fec4fd8b0d728c27cec,1,2d4500a3d35334916c955b3c365dbefe,ba90964cff9b9e0e6f32b23b82465f7b,2018-03-19 12:47:50,1199.0,26.99
daa41ee15e241169ca681b61b93bae77,1,597d26435e8ef77bb0fcd26f6c07d486,1554a68530182680ad5c8b042c3ab563,2018-06-15 20:05:06,329.9,85.86
dbc3b0665b060a97f3298ba46f58ce1b,1,d4a3b5aa064bf44e74f1e71862bea22a,57c764b4a836300be881e2ff86e449f9,2018-08-30 17:25:12,19.9,12.8
dbec6fd4540dcda2662baf24a0bc8f0f,1,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,2017-10-03 00:49:49,59.9,12.48
dc3146686b7c516346445d58e2113e43,1,38f0c2769dec3744c8cbe008650383c9,e7d5b006eb624f13074497221eb37807,2018-05-17 15:59:50,29.99,7.39
e8ad0b1713c8caae74f6da945c60d9e8,1,a8fe47ad6f852f93cc92c7b408687de3,aaed1309374718fdd995ee4c58c9dfcd,2017-03-30 19:50:24,72.9,22.44
ece7d8cc8bbc318394b23ef60d9e3c10,1,fbd4031ddbc3d02b95834b62769d3ad0,ce7d1888639e6fb06b2749cbfdac1ff7,2018-08-14 17:45:18,138.0,67.5
f32297601abbfbf31af1384e85636bac,1,3f24e35922fa51c0626c7c51d2f3a9a4,e38db885400cd35c71dfd162f2c1dbcf,2018-07-26 15:59:46,64.9,27.4
f4c8338a46de11977d4378c185a9dbaf,1,9a6c2e91127b124802b1c0474cd6a6ad,c66dccfb3f109511246da627dd5a2498,2018-04-30 09:30:46,229.0,14.04
f80060bf53cc4e98a9eb5d2dba263381,1,e82149ac02d9c909feccea6c879f4610,d7ab82074b5f1dfba46db123df101bff,2018-01-10 13:09:20,12.89,15.1
f80060bf53cc4e98a9eb5d2dba263381,2,e82149ac02d9c909feccea6c879f4610,d7ab82074b5f1dfba46db123df101bff,2018-01-10 13:09:20,12.89,15.1
fb92e5acbb4a91e36528fd0f21a25eaf,1,e7d26dd6742baca292020c158e6720c3,6cd68b3ed6d59aaa9fece558ad360c0a,2017-11-21 03:50:37,54.9,16.82
fdf53b9c9096b37ec391987b1b5c21a3,1,5e26cbd45b83e411e82e3a8cafa8d951,c6bda72e4dbf5c5866b13cb1810c6d03,2018-02-07 22:49:41,109.9,13.11
